Event_ID,Match_Type,Home_Team,Away_Team,Match_Importance,Security_Tier,Expected_Attendance,Total_Attendance,Stadium_Name,Outer_Gate,Zone,Fan_Side,Time_Bin,Open_Lanes,Security_Staff_Count,Signage_Status,Incident_Flag,Delay_Minutes,Temperature_C,Humidity_%,Heat_Index,Processing_Time_s,Queue_Length_Est,Entry_Rate,Exit_Rate,Congestion_Level
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,18:40,4,15,Normal,0,0,31.1,52.5,32.1,11,104,38,18,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,18:45,4,15,Normal,0,0,31.1,52.5,32.1,10,95,38,29,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,18:50,4,15,Normal,0,0,31.1,52.5,32.1,19,232,49,20,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,18:55,4,15,Normal,0,0,31.1,52.5,32.1,12,162,54,27,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:00,4,15,Normal,0,0,31.1,52.5,32.1,11,140,51,18,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:05,4,15,Normal,0,0,31.1,52.5,32.1,12,195,65,30,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:10,4,15,Normal,0,0,31.1,52.5,32.1,13,178,55,39,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:15,4,15,Normal,0,0,31.1,52.5,32.1,10,130,52,37,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:20,4,15,Normal,0,0,31.1,52.5,32.1,12,186,62,34,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:25,4,15,Normal,0,0,31.1,52.5,32.1,13,162,50,24,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:30,4,15,Normal,0,0,31.1,52.5,32.1,16,240,60,35,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:35,4,15,Normal,0,0,31.1,52.5,32.1,13,169,52,24,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:40,4,15,Normal,0,0,31.1,52.5,32.1,9,139,62,27,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:45,4,15,Normal,0,0,31.1,52.5,32.1,9,130,58,35,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:50,4,15,Normal,0,0,31.1,52.5,32.1,12,150,50,21,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,19:55,4,15,Normal,0,0,31.1,52.5,32.1,14,182,52,30,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:00,4,15,Normal,0,0,31.1,52.5,32.1,6,69,46,32,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:05,4,15,Normal,0,0,31.1,52.5,32.1,10,130,52,32,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:10,4,15,Normal,0,0,31.1,52.5,32.1,15,183,49,23,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:15,4,15,Normal,0,0,31.1,52.5,32.1,11,137,50,22,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:20,4,15,Normal,0,0,31.1,52.5,32.1,13,110,34,16,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:25,4,15,Normal,0,0,31.1,52.5,32.1,13,146,45,19,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:30,4,15,Normal,0,0,31.1,52.5,32.1,10,77,31,14,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:35,4,15,Normal,0,0,31.1,52.5,32.1,11,90,33,12,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:40,4,15,Normal,0,0,31.1,52.5,32.1,9,74,33,12,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:45,4,15,Normal,0,0,31.1,52.5,32.1,10,60,24,14,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:50,4,15,Normal,0,0,31.1,52.5,32.1,12,42,14,5,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,20:55,4,15,Normal,0,0,31.1,52.5,32.1,10,47,19,8,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:00,4,15,Normal,0,0,31.1,52.5,32.1,10,47,19,8,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:05,4,15,Normal,0,0,31.1,52.5,32.1,18,63,14,8,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:10,4,15,Normal,0,0,31.1,52.5,32.1,13,19,6,8,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:15,4,15,Normal,0,0,31.1,52.5,32.1,10,25,10,4,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:20,4,15,Normal,0,0,31.1,52.5,32.1,14,35,10,4,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:25,4,15,Normal,0,0,31.1,52.5,32.1,9,22,10,4,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:30,4,15,Normal,0,0,31.1,52.5,32.1,16,24,6,3,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:35,4,15,Normal,0,0,31.1,52.5,32.1,12,24,8,3,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:40,4,15,Normal,0,0,31.1,52.5,32.1,9,4,2,0,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:45,4,15,Normal,0,0,31.1,52.5,32.1,10,2,1,0,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:50,4,15,Normal,0,0,31.1,52.5,32.1,12,12,4,0,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,21:55,4,15,Normal,0,0,31.1,52.5,32.1,6,3,2,2,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:00,4,15,Normal,0,0,31.1,52.5,32.1,12,6,2,0,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:05,4,15,Normal,0,0,31.1,52.5,32.1,9,0,0,1,Low
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:10,4,15,Normal,0,0,31.1,52.5,32.1,13,6,2,3,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:15,4,15,Normal,0,0,31.1,52.5,32.1,6,0,0,1,Low
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:20,4,15,Normal,0,0,31.1,52.5,32.1,6,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:25,4,15,Normal,0,0,31.1,52.5,32.1,14,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:30,4,15,Normal,0,0,31.1,52.5,32.1,16,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:35,4,15,Normal,0,0,31.1,52.5,32.1,14,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:40,4,15,Normal,0,0,31.1,52.5,32.1,10,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:45,4,15,Normal,0,0,31.1,52.5,32.1,10,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:50,4,15,Normal,0,0,31.1,52.5,32.1,6,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,22:55,4,15,Normal,0,0,31.1,52.5,32.1,9,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:00,4,15,Normal,0,0,31.1,52.5,32.1,12,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:05,4,15,Normal,0,0,31.1,52.5,32.1,11,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:10,4,15,Normal,0,0,31.1,52.5,32.1,11,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:15,4,15,Normal,0,0,31.1,52.5,32.1,15,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:20,4,15,Normal,0,0,31.1,52.5,32.1,12,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:25,4,15,Normal,0,0,31.1,52.5,32.1,9,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:30,4,15,Normal,0,0,31.1,52.5,32.1,12,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:35,4,15,Normal,0,0,31.1,52.5,32.1,15,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:40,4,15,Normal,0,0,31.1,52.5,32.1,12,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:45,4,15,Normal,0,0,31.1,52.5,32.1,9,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:50,4,15,Normal,0,0,31.1,52.5,32.1,14,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),1,North,Home,23:55,4,15,Normal,0,0,31.1,52.5,32.1,7,0,0,0,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:00,6,24,Normal,0,0,31.1,52.5,32.1,12,8,4,2,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:05,6,24,Normal,0,0,31.1,52.5,32.1,12,10,5,2,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:10,6,24,Normal,0,0,31.1,52.5,32.1,6,3,3,1,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:15,6,24,Normal,0,0,31.1,52.5,32.1,15,7,3,1,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:20,6,24,Normal,0,0,31.1,52.5,32.1,6,7,7,2,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:25,6,24,Normal,0,0,31.1,52.5,32.1,10,10,6,1,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:30,6,24,Normal,0,0,31.1,52.5,32.1,14,18,8,3,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:35,6,24,Normal,0,0,31.1,52.5,32.1,11,11,6,2,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:40,6,24,Normal,0,0,31.1,52.5,32.1,11,22,12,8,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:45,6,24,Normal,0,0,31.1,52.5,32.1,15,30,12,5,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:50,6,24,Normal,0,0,31.1,52.5,32.1,16,29,11,9,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,17:55,6,24,Normal,0,0,31.1,52.5,32.1,12,42,21,12,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:00,6,24,Normal,0,0,31.1,52.5,32.1,12,58,29,11,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:05,6,24,Normal,0,0,31.1,52.5,32.1,11,55,30,13,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:10,6,24,Normal,0,0,31.1,52.5,32.1,6,30,30,6,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:15,6,24,Normal,0,0,31.1,52.5,32.1,9,49,33,15,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:20,6,24,Normal,0,0,31.1,52.5,32.1,10,76,46,14,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:25,6,24,Normal,0,0,31.1,52.5,32.1,17,130,46,13,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:30,6,24,Normal,0,0,31.1,52.5,32.1,14,95,41,17,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:35,6,24,Normal,0,0,31.1,52.5,32.1,11,102,56,19,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:40,6,24,Normal,0,0,31.1,52.5,32.1,14,121,52,25,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:45,6,24,Normal,0,0,31.1,52.5,32.1,14,156,67,23,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:50,6,24,Normal,0,0,31.1,52.5,32.1,12,160,80,25,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,18:55,6,24,Normal,0,0,31.1,52.5,32.1,11,119,65,22,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:00,6,24,Normal,0,0,31.1,52.5,32.1,11,137,75,34,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:05,6,24,Normal,0,0,31.1,52.5,32.1,10,128,77,32,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:10,6,24,Normal,0,0,31.1,52.5,32.1,17,257,91,27,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:15,6,24,Normal,0,0,31.1,52.5,32.1,10,158,95,30,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:20,6,24,Normal,0,0,31.1,52.5,32.1,14,179,77,29,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:25,6,24,Normal,0,0,31.1,52.5,32.1,10,150,90,20,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:30,6,24,Normal,0,0,31.1,52.5,32.1,12,162,81,31,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:35,6,24,Normal,0,0,31.1,52.5,32.1,12,148,74,27,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:40,6,24,Normal,0,0,31.1,52.5,32.1,15,200,80,32,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:45,6,24,Normal,0,0,31.1,52.5,32.1,18,243,81,30,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:50,6,24,Normal,0,0,31.1,52.5,32.1,8,98,74,26,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,19:55,6,24,Normal,0,0,31.1,52.5,32.1,13,225,104,17,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:00,6,24,Normal,0,0,31.1,52.5,32.1,9,100,67,18,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:05,6,24,Normal,0,0,31.1,52.5,32.1,11,117,64,19,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:10,6,24,Normal,0,0,31.1,52.5,32.1,14,144,62,24,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:15,6,24,Normal,0,0,31.1,52.5,32.1,12,134,67,20,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:20,6,24,Normal,0,0,31.1,52.5,32.1,18,219,73,26,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:25,6,24,Normal,0,0,31.1,52.5,32.1,9,60,40,24,Medium
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:30,6,24,Normal,0,0,31.1,52.5,32.1,7,64,55,13,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:35,6,24,Normal,0,0,31.1,52.5,32.1,15,117,47,13,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:40,6,24,Normal,0,0,31.1,52.5,32.1,11,64,35,16,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:45,6,24,Normal,0,0,31.1,52.5,32.1,15,90,36,15,High
KASC_2025_M11,League,Al-Ittihad,Al-Raed,3,Normal,44750,42413,Inma Stadium (ملعب الإنماء),2,North,Home,20:50,6,24,Normal,0,0,31.1,52.5,32.1,7,43,37,12,High
